,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
KWEB,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.0139375,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019
KFYP,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0069375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.0099375,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
AGG,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
BSV,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
VCIT,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021
BLV,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0389375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.0299375,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021
IGOV,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.1299375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.0999375,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
VTIP,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0519375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.0399375,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028
EMB,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
KCNY,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0329375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.0249375,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018
HYG,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0979375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.0749375,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053
IHY,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0649375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.0499375,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
GRFXX,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
