Date,DIA,DLN,DOG,DRIP,DSLV,DUST,DVY,DWTI,DXD,DXJ,EDC,EDZ,EEM,EEMV,EFA
8/3/2006,695930024.3,153207.0058,4116600.06,,,,19198050,,1371110.04,,,,1936259800,,260256337
8/4/2006,865871063.1,913439.9827,8911686.87,,,,22071840.67,,1938900,5252,,,1270512063,,267600876.1
8/7/2006,407030273.5,5637829.893,3588127.156,,,,17143962.05,,954959.9586,20428,,,973117942.3,,135480875.9
8/8/2006,1013784828,410046,8647564,,,,29414034.1,,2944474.084,,,,2019083213,,172015967.9
8/9/2006,928507239.9,476203.0182,7468083.321,,,,22544866.61,,3012520.127,10459.9998,,,1575089845,,201709909.2
8/10/2006,852190733,545375.9896,6887456,,,,20191814.69,,1289784.055,110040.0042,,,1624131638,,253828348.5
8/11/2006,585788765.8,88909.9983,4867136.79,,,,18044015.28,,1224667.017,5215.0002,,,955463659.9,,130511550
8/14/2006,883586940.9,240626.0046,6279969.73,,,,37221654.28,,1373520.058,5284.9998,,,1267635446,,145697595.6
8/15/2006,527150517.4,3574799.932,6985445.899,,,,23546609.08,,1026676.044,257760.0048,,,1534453388,,193513539.3
8/16/2006,757491760,633198.9881,5769719.746,,,,21536340.98,,2039699.94,125372.9954,,,1681178269,,177089147.1
8/17/2006,676176210,7469572.281,4554424,,,,23526576,,969253.9857,37946.9993,,,1409632939,,166051264.6
8/18/2006,453288171.9,5610150,4897753,,,,41771939.9,,1549969.977,217720,,,1511576992,,136632612.1
8/21/2006,573856000,1836615.966,4268068,,,,24237250.9,,1178502.052,102942,,,803534464.3,,213378065.5
8/22/2006,445281020.1,1245851.023,4490191.868,,,,13379730.81,,1432478.979,43664.0016,,,1292603407,,171674429.1
8/23/2006,795593125,740453,4716240.206,,,,14458239.56,,1649644.928,4949252.907,,,1595371473,,172281604.3
8/24/2006,456727212.1,1073943,3462051.899,,,,21044334.96,,1739138.025,750044,,,1898136344,,190445456.7
8/25/2006,401687817.8,1062062.98,3148739.908,,,,16680302.49,,882876.0258,645872.9754,,,1511215936,,246471620.3
8/28/2006,439670759.8,1229042.954,3110832.046,,,,14421162,,1491819.956,62748.0012,,,1168277253,,239618784.9
8/29/2006,563804179.9,2761208.051,3160768.139,,,,17235562.26,,1278585.038,559467.9894,,,1267376264,,240993992.9
8/30/2006,488849480.6,946000,2216473.935,,,,21447650,,1159623.966,115346,,,976640550.1,,396568628.3
8/31/2006,443267180.2,531332.9802,2216148.098,,,,19958080.7,,1335114,21172,,,654571406.1,,340420069.9
9/1/2006,515507666.5,690175.9744,5387719.841,,,,14005530.21,,1826484.11,95850,,,1068348147,,177829524.8
9/5/2006,583436484.3,545400,3385758.1,,,,22173387.99,,1638113.902,16154.9994,,,1177809497,,231613868.6
9/6/2006,496235059.7,3600586,5286509.767,,,,20203227.61,,1723035,148539.9972,,,1490883747,,233848395.1
9/7/2006,800597985.9,763905.9714,6968209.695,,,,25292237.23,,3087160.136,26274.9995,,,2162204770,,235356800
9/8/2006,366661409.7,964620,2724400.04,,,,13803300.63,,1498380.066,605868,,,967362324.4,,148366201.3
9/11/2006,647452338.3,2129697.92,3719352.164,,,,17088260.78,,1564332.023,3530031.864,,,2671614068,,239777578.9
9/12/2006,1047605803,2982881.945,4555565.73,,,,22031491,,1185301.929,51970.001,,,1655526207,,253314676.6
