Date,DIA,DLN,DOG,DRIP,DSLV,DUST,DVY,DWTI,DXD,DXJ,EDC,EDZ,EEM,EEMV,EFA
6/6/2007,134.490005,61.450001,59.029999,,,,73.720001,,50.25,56.529999,,,125.850002,,80.190002
6/7/2007,132.529999,60.32,59.93,,,,72.260002,,51.779999,55.950001,,,123.909988,,78.82
6/8/2007,134.100006,61.080002,59.25,,,,73,,50.52,56.080002,,,126.099987,,79.68
6/11/2007,134.240005,61.16,59.299999,,,,73.330002,,50.549999,56.209999,,,127.179989,,79.949997
6/12/2007,132.919998,60.549999,59.880001,,,,72.300003,,51.439999,55.450001,,,124.970009,,78.529999
6/13/2007,134.800003,61.349998,59.009998,,,,73.400002,,49.900002,55.740002,,,127.470005,,79.550003
6/14/2007,135.699997,61.639999,58.709999,,,,73.519997,,49.349998,55.540001,,,129.470009,,80.139999
6/15/2007,136.190002,62.049999,58.470001,,,,74.18,,48.950001,56.209999,,,132.419998,,80.790001
6/18/2007,135.940002,61.91,58.43,,,,73.970001,,48.830002,56.02,,,132.540001,,81.239998
6/19/2007,136.270004,62.080002,58.43,,,,74.080002,,48.91,55.779999,,,132.689999,,81.32
6/20/2007,134.850006,61.169998,59.02,,,,72.959999,,49.970001,55.610001,,,131.559986,,80.360001
6/21/2007,135.369995,61.52,58.77,,,,73.080002,,49.619999,55.900002,,,133.200005,,81.089996
6/22/2007,133.970001,60.740002,59.5,,,,72.169998,,50.790001,54.98,,,131.439995,,79.970001
6/25/2007,133.619995,60.040001,59.68,,,,72.199997,,51.080002,55.02,,,130.439999,,79.949997
6/26/2007,132.800003,59.889999,59.5,,,,71.839996,,51.189999,55.209999,,,129.299995,,79.550003
6/27/2007,134.119995,60.5,58.900002,,,,72.809998,,50.060001,55.259998,,,131.139988,,80.120003
6/28/2007,134.089996,60.549999,59.009998,,,,72.139999,,50.27,55.25,,,131.169994,,80.18
6/29/2007,134.199997,60.43,59.009998,,,,71.889999,,50.150002,55.82,,,131.630013,,80.769997
7/2/2007,135.270004,61.119999,58.59,,,,73.050003,,49.349998,56.700001,,,134.300011,,81.940002
